TimeT,TimeS,Mx,My,Px,Py,Cx,Cy,Cio,CtimeT,CtimeS,Gx,Gy,Gnum,PMDist
00:00.5780,0.5778469,-6.960228,1.107954,-7.077221,1.01969,0,0,None,00:00.0000,0,0,0,0,0.1465533
00:00.5990,0.5987712,-6.931818,1.136364,-7.077221,1.01969,0,0,None,00:00.0000,0,0,0,0,0.1864257
00:00.6160,0.6160795,-6.875,1.221591,-7.019107,1.063533,0,0,None,00:00.0000,0,0,0,0,0.2138899
00:00.6290,0.6291296,-6.732955,1.306818,-6.959639,1.110858,0,0,None,00:00.0000,0,0,0,0,0.2996434
00:00.6460,0.6459234,-6.647727,1.363636,-6.931392,1.142142,0,0,None,00:00.0000,0,0,0,0,0.3598963
00:00.6610,0.661299,-6.534091,1.420454,-6.887221,1.205158,0,0,None,00:00.0000,0,0,0,0,0.4135855
00:00.6770,0.676775,-6.448864,1.505682,-6.734195,1.307267,0,0,None,00:00.0000,0,0,0,0,0.3475371
00:00.6920,0.6921874,-6.306818,1.619318,-6.584386,1.393334,0,0,None,00:00.0000,0,0,0,0,0.3579278
00:00.7130,0.7129397,-6.278409,1.647727,-6.479797,1.480628,0,0,None,00:00.0000,0,0,0,0,0.2616858
00:00.7270,0.7269164,-6.193182,1.704546,-6.367043,1.581546,0,0,None,00:00.0000,0,0,0,0,0.2129706
00:00.7440,0.7441526,-6.164773,1.732954,-6.321677,1.60781,0,0,None,00:00.0000,0,0,0,0,0.2006988
00:00.7590,0.7594153,-6.079545,1.789773,-6.293359,1.635218,0,0,None,00:00.0000,0,0,0,0,0.2638245
00:00.7750,0.7747871,-5.795455,1.846591,-6.219062,1.692168,0,0,None,00:00.0000,0,0,0,0,0.4508758
00:00.7910,0.7905337,-5.653409,1.875,-6.126529,1.7577,0,0,None,00:00.0000,0,0,0,0,0.4874444
00:00.8100,0.810239,-5.340909,1.931818,-5.960776,1.808912,0,0,None,00:00.0000,0,0,0,0,0.6319337
00:00.8280,0.8281103,-5.198864,1.931818,-5.784154,1.847139,0,0,None,00:00.0000,0,0,0,0,0.5913839
00:00.8440,0.8442413,-5.028409,1.988636,-5.600961,1.883686,0,0,None,00:00.0000,0,0,0,0,0.5820907
00:00.8640,0.8636571,-4.943182,2.045455,-5.349877,1.924234,0,0,None,00:00.0000,0,0,0,0,0.4243756
00:00.8830,0.8829293,-4.602273,2.102273,-5.237499,1.927492,0,0,None,00:00.0000,0,0,0,0,0.6588318
00:00.8980,0.8982677,-4.403409,2.130682,-5.059312,1.982924,0,0,None,00:00.0000,0,0,0,0,0.67234
00:00.9180,0.9183741,-4.261364,2.1875,-4.996607,2.019618,0,0,None,00:00.0000,0,0,0,0,0.754167
00:00.9330,0.9326347,-4.0625,2.244318,-4.690251,2.081237,0,0,None,00:00.0000,0,0,0,0,0.6485881
00:00.9490,0.9491668,-4.005682,2.272727,-4.393521,2.148356,0,0,None,00:00.0000,0,0,0,0,0.407293
00:00.9630,0.9633996,-3.977273,2.301136,-4.198872,2.228206,0,0,None,00:00.0000,0,0,0,0,0.2332916
00:00.9790,0.9786755,-3.920455,2.357955,-4.113294,2.233606,0,0,None,00:00.0000,0,0,0,0,0.229455
00:00.9950,0.994765,-3.863637,2.443182,-3.941347,2.344376,0,0,None,00:00.0000,0,0,0,0,0.1257042
00:01.0180,1.017885,-3.835227,2.5,-3.922544,2.356597,0,0,None,00:00.0000,0,0,0,0,0.1678947
00:01.0430,1.042858,-3.778409,2.556818,-3.869976,2.433864,0,0,None,00:00.0000,0,0,0,0,0.1533035
00:01.0780,1.077922,-3.721591,2.613636,-3.84384,2.483575,0,0,None,00:00.0000,0,0,0,0,0.1784956
00:01.0950,1.094758,-3.607955,2.642045,-3.784953,2.549494,0,0,None,00:00.0000,0,0,0,0,0.1997348
00:01.1230,1.123481,-3.380682,2.642045,-3.753638,2.581194,0,0,None,00:00.0000,0,0,0,0,0.3778874
00:01.1490,1.149074,-3.153409,2.670455,-3.571387,2.63596,0,0,None,00:00.0000,0,0,0,0,0.4193982
00:01.1860,1.186055,-3.125,2.670455,-3.491397,2.64596,0,0,None,00:00.0000,0,0,0,0,0.3672148
00:01.2050,1.204533,-3.039773,2.670455,-3.276032,2.667351,0,0,None,00:00.0000,0,0,0,0,0.2362796
00:01.2250,1.225013,-3.011364,2.698864,-3.171652,2.668711,0,0,None,00:00.0000,0,0,0,0,0.1630993
00:01.2450,1.244696,-2.954545,2.698864,-3.135649,2.670151,0,0,None,00:00.0000,0,0,0,0,0.1833652
00:01.2590,1.259113,-2.869318,2.727273,-3.03125,2.689419,0,0,None,00:00.0000,0,0,0,0,0.1662971
00:01.2930,1.292978,-2.8125,2.727273,-2.936648,2.697919,0,0,None,00:00.0000,0,0,0,0,0.1275704
00:01.3250,1.324662,-2.642046,2.727273,-2.876051,2.724337,0,0,None,00:00.0000,0,0,0,0,0.2340236
00:01.3650,1.364635,-2.585227,2.727273,-2.767719,2.726979,0,0,triggerEnter,00:00.0000,0,-2.517719,2.726979,1,0.1824915
00:01.3650,1.364635,-2.585227,2.727273,-2.812331,2.725891,0,0,None,00:00.0000,0,0,0,0,0.2271079
00:01.3900,1.389855,-2.556818,2.727273,-2.68204,2.771415,-2.653612,2.506964,gateEnter,00:00.0000,0,0,0,1,0.132774
00:01.3900,1.389855,-2.556818,2.727273,-2.716668,2.753456,0,0,None,00:00.0000,0,0,0,0,0.1619796
00:01.4100,1.410008,-2.443182,2.727273,-2.598372,2.754391,0,0,None,00:00.0000,0,0,0,0,0.1575414
00:01.4410,1.44073,-2.357955,2.755682,-2.590717,2.754508,0,0,None,00:00.0000,0,0,0,0,0.2327658
00:01.4600,1.45982,-2.329545,2.784091,-2.507658,2.754603,0,0,None,00:00.0000,0,0,0,0,0.1805369
00:01.4790,1.478931,-2.244318,2.784091,-2.4512,2.754751,0,0,None,00:00.0000,0,0,0,0,0.2089523
00:01.5000,1.499676,-2.1875,2.784091,-2.367367,2.758078,0,0,None,00:00.0000,0,0,0,0,0.1817378
00:01.5200,1.520049,-2.159091,2.784091,-2.256623,2.781489,-2.346851,2.509491,gateExit,00:00.1300,0.1301941,0,0,1,0.09756672
00:01.5200,1.520049,-2.159091,2.784091,-2.261208,2.781464,0,0,None,00:00.0000,0,0,0,0,0.1021506
00:01.5570,1.556551,-2.159091,2.784091,-2.194871,2.783828,0,0,None,00:00.0000,0,0,0,0,0.03578068
00:01.5850,1.58486,-2.159091,2.784091,-2.194523,2.78384,0,0,None,00:00.0000,0,0,0,0,0.03543322
00:01.5990,1.599138,-2.159091,2.784091,-2.188838,2.784043,0,0,None,00:00.0000,0,0,0,0,0.02974657
00:01.6160,1.616281,-2.159091,2.784091,-2.187861,2.784078,0,0,None,00:00.0000,0,0,0,0,0.02877021
00:01.6310,1.630552,-2.159091,2.784091,-2.187548,2.784089,0,0,None,00:00.0000,0,0,0,0,0.02845669
00:01.6560,1.655767,-2.102273,2.784091,-2.18751,2.78409,0,0,None,00:00.0000,0,0,0,0,0.08523726
00:01.6750,1.674749,-2.073864,2.784091,-2.165879,2.784091,0,0,None,00:00.0000,0,0,0,0,0.09201574
00:01.6950,1.695005,-2.017045,2.784091,-2.124158,2.784091,0,0,None,00:00.0000,0,0,0,0,0.1071129
00:01.7120,1.712266,-1.988636,2.784091,-2.092608,2.784091,0,0,None,00:00.0000,0,0,0,0,0.1039717
00:01.7290,1.728868,-1.960227,2.784091,-2.030575,2.784091,0,0,None,00:00.0000,0,0,0,0,0.07034731
00:01.7560,1.755891,-1.931818,2.784091,-1.994796,2.784091,0,0,None,00:00.0000,0,0,0,0,0.06297791
00:01.7770,1.776854,-1.931818,2.784091,-1.973685,2.784091,0,0,None,00:00.0000,0,0,0,0,0.04186666
00:01.7910,1.791229,-1.931818,2.784091,-1.962288,2.784091,0,0,None,00:00.0000,0,0,0,0,0.03046954
00:01.8110,1.811323,-1.931818,2.784091,-1.96086,2.784091,0,0,None,00:00.0000,0,0,0,0,0.02904153
00:01.8310,1.830613,-1.931818,2.784091,-1.960343,2.784091,0,0,None,00:00.0000,0,0,0,0,0.02852476
00:01.8510,1.850772,-1.931818,2.784091,-1.960273,2.784091,0,0,None,00:00.0000,0,0,0,0,0.02845466
00:01.8650,1.865062,-1.931818,2.784091,-1.960238,2.784091,0,0,None,00:00.0000,0,0,0,0,0.02841961
00:01.8820,1.881837,-1.931818,2.784091,-1.960233,2.784091,0,0,None,00:00.0000,0,0,0,0,0.02841473
00:01.8960,1.895514,-1.931818,2.784091,-1.96023,2.784091,0,0,None,00:00.0000,0,0,0,0,0.02841175
00:01.9090,1.908836,-1.931818,2.784091,-1.960228,2.784091,0,0,None,00:00.0000,0,0,0,0,0.02840984
00:01.9240,1.923654,-1.931818,2.784091,-1.960228,2.784091,0,0,None,00:00.0000,0,0,0,0,0.0284096
00:01.9440,1.943556,-1.931818,2.784091,-1.960227,2.784091,0,0,None,00:00.0000,0,0,0,0,0.02840936
00:01.9560,1.956089,-1.931818,2.784091,-1.960227,2.784091,0,0,None,00:00.0000,0,0,0,0,0.02840936
00:01.9700,1.970254,-1.931818,2.784091,-1.960227,2.784091,0,0,None,00:00.0000,0,0,0,0,0.02840936
00:01.9840,1.983774,-1.931818,2.784091,-1.960227,2.784091,0,0,None,00:00.0000,0,0,0,0,0.02840936
00:01.9970,1.997371,-1.931818,2.784091,-1.960227,2.784091,0,0,None,00:00.0000,0,0,0,0,0.02840936
00:02.0100,2.010113,-1.931818,2.784091,-1.960227,2.784091,0,0,None,00:00.0000,0,0,0,0,0.02840936
00:02.0310,2.030518,-1.931818,2.784091,-1.960227,2.784091,0,0,None,00:00.0000,0,0,0,0,0.02840936
00:02.0450,2.044585,-1.363636,2.471591,-1.960227,2.784091,0,0,None,00:00.0000,0,0,0,0,0.6734813
00:02.0890,2.08919,-1.278409,2.386364,-1.848958,2.739583,0,0,None,00:00.0000,0,0,0,0,0.6710367
00:02.1070,2.106795,-0.8522729,2.045455,-1.493256,2.549262,0,0,None,00:00.0000,0,0,0,0,0.8152799
00:02.1330,2.132544,-0.6818182,1.846591,-1.213754,2.334769,0,0,None,00:00.0000,0,0,0,0,0.7219929
00:02.1550,2.154618,-0.2840908,1.420454,-0.9863987,2.152454,0,0,None,00:00.0000,0,0,0,0,1.014426
00:02.1710,2.171182,-0.08522728,1.164773,-0.5895788,1.736302,0,0,None,00:00.0000,0,0,0,0,0.762244
00:02.1950,2.194921,0.08522728,0.9943181,-0.3146396,1.452039,0,0,None,00:00.0000,0,0,0,0,0.6077844
00:02.2210,2.22067,0.1420451,0.9375,-0.3146396,1.452039,0,0,None,00:00.0000,0,0,0,0,0.6879764
00:02.2370,2.236948,0.2272724,0.8522725,0.01161166,1.078585,0,0,None,00:00.0000,0,0,0,0,0.3126128
00:02.2560,2.256222,0.3124997,0.8238637,0.1227122,0.9592737,0,0,None,00:00.0000,0,0,0,0,0.2331419
00:02.2720,2.272263,0.596591,0.7386363,0.2112205,0.8686424,0,0,None,00:00.0000,0,0,0,0,0.4067088
00:02.2960,2.296293,1.136364,0.6534094,0.3714948,0.7812127,0,0,None,00:00.0000,0,0,0,0,0.7754733
00:02.3170,2.317157,1.363636,0.5681819,0.690797,0.7145503,0,0,None,00:00.0000,0,0,0,0,0.6885759
00:02.3330,2.332756,2.301137,0.3977275,1.091807,0.6595235,0,0,None,00:00.0000,0,0,0,0,1.237342
00:02.3840,2.384197,2.585227,0.3693181,1.188858,0.6359321,0,0,None,00:00.0000,0,0,0,0,1.421594
00:02.4010,2.40106,2.954545,0.2272725,2.189909,0.4215479,0,0,triggerEnter,00:00.0000,0,2.439909,0.4215479,2,0.7889311
00:02.4010,2.40106,2.954545,0.2272725,1.858742,0.4804707,0,0,None,00:00.0000,0,0,0,0,1.124675
00:02.4230,2.423186,3.068182,0.1988637,2.249803,0.4105336,0,0,None,00:00.0000,0,0,0,0,0.8453096
00:02.4400,2.440479,3.295455,0.08522749,2.672597,0.3327836,0,0,None,00:00.0000,0,0,0,0,0.6702508
00:02.4570,2.457335,3.75,-0.08522719,3.028624,0.2122557,0,0,None,00:00.0000,0,0,0,0,0.7803081
00:02.4920,2.492153,4.090909,-0.1704547,3.359076,0.06367185,0,0,None,00:00.0000,0,0,0,0,0.7683722
00:02.5160,2.516051,4.232955,-0.1704547,3.710908,-0.07033728,0,0,None,00:00.0000,0,0,0,0,0.5315605
00:02.5430,2.542986,4.261364,-0.1704547,4.048256,-0.1387568,0,0,None,00:00.0000,0,0,0,0,0.2154526
00:02.5730,2.573277,4.261364,-0.1704547,4.214485,-0.1672849,0,0,None,00:00.0000,0,0,0,0,0.04698633
00:02.6240,2.62397,4.261364,-0.1704547,4.218949,-0.1680509,0,0,None,00:00.0000,0,0,0,0,0.04248368
00:02.6430,2.643461,4.261364,-0.1704547,4.230472,-0.1700285,0,0,None,00:00.0000,0,0,0,0,0.03089579
00:02.6570,2.657325,4.261364,-0.1704547,4.23233,-0.1703474,0,0,None,00:00.0000,0,0,0,0,0.02903481
00:02.6730,2.673376,4.261364,-0.1704547,4.232809,-0.1704296,0,0,None,00:00.0000,0,0,0,0,0.02855588
00:02.6890,2.68907,4.261364,-0.1704547,4.232921,-0.1704488,0,0,None,00:00.0000,0,0,0,0,0.02844381
00:02.7100,2.709818,4.261364,-0.1704547,4.232944,-0.1704529,0,0,None,00:00.0000,0,0,0,0,0.02841997
00:02.7260,2.725685,4.261364,-0.1704547,4.232952,-0.1704541,0,0,None,00:00.0000,0,0,0,0,0.02841234
00:02.7420,2.741652,4.261364,-0.1704547,4.232954,-0.1704545,0,0,None,00:00.0000,0,0,0,0,0.02841043
00:02.7580,2.757745,4.261364,-0.1704547,4.232955,-0.1704546,0,0,None,00:00.0000,0,0,0,0,0.02840996
00:02.7730,2.772974,4.289773,-0.1988637,4.232955,-0.1704547,0,0,None,00:00.0000,0,0,0,0,0.06352407
00:02.7910,2.791354,4.318182,-0.2556819,4.232955,-0.1704547,0,0,None,00:00.0000,0,0,0,0,0.1205293
00:02.8060,2.806254,4.403409,-0.3693181,4.2398,-0.1738774,0,0,None,00:00.0000,0,0,0,0,0.2548823
00:02.8210,2.820768,4.545455,-0.5113637,4.277226,-0.1925905,0,0,None,00:00.0000,0,0,0,0,0.4166089
00:02.8350,2.835406,5,-0.7670453,4.354029,-0.2980281,0,0,None,00:00.0000,0,0,0,0,0.7982832
00:02.8510,2.8512,5.255682,-0.8522728,4.487471,-0.4503685,0,0,None,00:00.0000,0,0,0,0,0.8669919
00:02.8720,2.872359,5.568182,-0.9943181,4.783844,-0.6396028,0,0,None,00:00.0000,0,0,0,0,0.8608189
00:02.8900,2.890284,5.738636,-1.022727,5.224421,-0.8333035,0,0,None,00:00.0000,0,0,0,0,0.5479958
00:02.9110,2.911436,5.823864,-1.022727,5.449887,-0.9313141,0,0,None,00:00.0000,0,0,0,0,0.3849865
00:02.9280,2.928327,5.909091,-1.022727,5.585721,-0.9886522,0,0,None,00:00.0000,0,0,0,0,0.3251608
00:02.9440,2.943992,6.079545,-1.022727,5.720301,-1.014255,0,0,None,00:00.0000,0,0,0,0,0.3593447
00:02.9600,2.960426,6.193182,-1.022727,5.796607,-1.019101,0,0,None,00:00.0000,0,0,0,0,0.3965915
00:02.9770,2.977329,6.448864,-1.022727,6.024757,-1.022043,0,0,None,00:00.0000,0,0,0,0,0.4241071
00:02.9960,2.995982,6.534091,-1.022727,6.131017,-1.022552,0,0,None,00:00.0000,0,0,0,0,0.4030748
00:03.0110,3.010845,6.619319,-0.9943181,6.275222,-1.02268,0,0,None,00:00.0000,0,0,0,0,0.345264
00:03.0260,3.026306,6.676136,-0.9659091,6.430751,-1.022712,0,0,None,00:00.0000,0,0,0,0,0.2518743
00:03.0410,3.041092,6.732955,-0.9375,6.505929,-1.022722,0,0,None,00:00.0000,0,0,0,0,0.2424946
00:03.0580,3.057592,6.761364,-0.9375,6.684684,-0.9460222,0,0,triggerEnter,00:00.0000,0,6.934684,-0.9460222,3,0.07715183
